Lag1,Lag2,Lag3,Lag4,Lag5,Volume,Direction
-0.363,1.209,1.318,-0.924,2.702,0.196752,0
-1.635,-0.363,1.209,1.318,-0.924,0.17954,1
2.106,-1.635,-0.363,1.209,1.318,0.176305,1
0.037000000000000005,2.106,-1.635,-0.363,1.209,0.186558,1
1.3430000000000002,0.037000000000000005,2.106,-1.635,-0.363,0.174328,1
0.9990000000000001,1.3430000000000002,0.037000000000000005,2.106,-1.635,0.20722800000000002,0
-1.348,0.9990000000000001,1.3430000000000002,0.037000000000000005,2.106,0.164108,1
0.47,-1.348,0.9990000000000001,1.3430000000000002,0.037000000000000005,0.176646,0
-1.329,0.47,-1.348,0.9990000000000001,1.3430000000000002,0.158566,0
-0.892,-1.329,0.47,-1.348,0.9990000000000001,0.17185799999999998,1
1.37,-0.892,-1.329,0.47,-1.348,0.148632,1
3.2689999999999997,1.37,-0.892,-1.329,0.47,0.20432,0
-2.668,3.2689999999999997,1.37,-0.892,-1.329,0.175766,1
0.754,-2.668,3.2689999999999997,1.37,-0.892,0.153814,0
-1.188,0.754,-2.668,3.2689999999999997,1.37,0.160632,0
-1.745,-1.188,0.754,-2.668,3.2689999999999997,0.16153399999999998,1
0.787,-1.745,-1.188,0.754,-2.668,0.13381500000000002,1
1.649,0.787,-1.745,-1.188,0.754,0.160228,1
1.044,1.649,0.787,-1.745,-1.188,0.186366,0
-0.856,1.044,1.649,0.787,-1.745,0.1483,1
1.641,-0.856,1.044,1.649,0.787,0.160944,0
-0.015,1.641,-0.856,1.044,1.649,0.156472,0
-0.39799999999999996,-0.015,1.641,-0.856,1.044,0.16932,1
2.228,-0.39799999999999996,-0.015,1.641,-0.856,0.201852,1
0.32,2.228,-0.39799999999999996,-0.015,1.641,0.148544,0
-1.601,0.32,2.228,-0.39799999999999996,-0.015,0.16001500000000002,0
-1.416,-1.601,0.32,2.228,-0.39799999999999996,0.147308,1
1.129,-1.416,-1.601,0.32,2.228,0.189554,0
-0.521,1.129,-1.416,-1.601,0.32,0.157968,0
-1.205,-0.521,1.129,-1.416,-1.601,0.163018,1
0.052000000000000005,-1.205,-0.521,1.129,-1.416,0.16507,1
2.897,0.052000000000000005,-1.205,-0.521,1.129,0.195832,0
-2.115,2.897,0.052000000000000005,-1.205,-0.521,0.176008,1
1.8530000000000002,-2.115,2.897,0.052000000000000005,-1.205,0.18706,1
0.401,1.8530000000000002,-2.115,2.897,0.052000000000000005,0.176786,0
-2.614,0.401,1.8530000000000002,-2.115,2.897,0.19034600000000002,0
-1.694,-2.614,0.401,1.8530000000000002,-2.115,0.21239,0
-0.245,-1.694,-2.614,0.401,1.8530000000000002,0.15855750000000002,1
1.034,-0.245,-1.694,-2.614,0.401,0.18582200000000001,1
1.4169999999999998,1.034,-0.245,-1.694,-2.614,0.19250599999999998,1
0.6679999999999999,1.4169999999999998,1.034,-0.245,-1.694,0.214454,1
5.018,0.6679999999999999,1.4169999999999998,1.034,-0.245,0.17468,1
3.1689999999999996,5.018,0.6679999999999999,1.4169999999999998,1.034,0.23113000000000003,0
-1.011,3.1689999999999996,5.018,0.6679999999999999,1.4169999999999998,0.264644,1
0.9059999999999999,-1.011,3.1689999999999996,5.018,0.6679999999999999,0.280922,0
-0.807,0.9059999999999999,-1.011,3.1689999999999996,5.018,0.2152,0
-1.6130000000000002,-0.807,0.9059999999999999,-1.011,3.1689999999999996,0.21012199999999998,1
0.565,-1.6130000000000002,-0.807,0.9059999999999999,-1.011,0.23091599999999998,1
0.33799999999999997,0.565,-1.6130000000000002,-0.807,0.9059999999999999,0.21332800000000002,0
-0.255,0.33799999999999997,0.565,-1.6130000000000002,-0.807,0.24989250000000002,1
0.309,-0.255,0.33799999999999997,0.565,-1.6130000000000002,0.209364,0
-2.001,0.309,-0.255,0.33799999999999997,0.565,0.19581800000000002,1
0.34600000000000003,-2.001,0.309,-0.255,0.33799999999999997,0.18163800000000002,1
1.345,0.34600000000000003,-2.001,0.309,-0.255,0.195688,0
-1.896,1.345,0.34600000000000003,-2.001,0.309,0.176834,0
-0.483,-1.896,1.345,0.34600000000000003,-2.001,0.175334,1
0.682,-0.483,-1.896,1.345,0.34600000000000003,0.21307199999999998,1
2.906,0.682,-0.483,-1.896,1.345,0.2093025,0
-1.6869999999999998,2.906,0.682,-0.483,-1.896,0.212092,1
0.858,-1.6869999999999998,2.906,0.682,-0.483,0.193976,1
0.853,0.858,-1.6869999999999998,2.906,0.682,0.182548,0
-1.433,0.853,0.858,-1.6869999999999998,2.906,0.181268,1
0.958,-1.433,0.853,0.858,-1.6869999999999998,0.173652,1
0.321,0.958,-1.433,0.853,0.858,0.1948125,0
-0.45,0.321,0.958,-1.433,0.853,0.200526,0
-0.9,-0.45,0.321,0.958,-1.433,0.18996,0
-1.486,-0.9,-0.45,0.321,0.958,0.20906,0
-0.054000000000000006,-1.486,-0.9,-0.45,0.321,0.177964,1
2.062,-0.054000000000000006,-1.486,-0.9,-0.45,0.20168250000000001,1
0.6920000000000001,2.062,-0.054000000000000006,-1.486,-0.9,0.19735,1
0.24100000000000002,0.6920000000000001,2.062,-0.054000000000000006,-1.486,0.190004,0
-0.9670000000000001,0.24100000000000002,0.6920000000000001,2.062,-0.054000000000000006,0.173812,1
3.0639999999999996,-0.9670000000000001,0.24100000000000002,0.6920000000000001,2.062,0.204988,0
-1.256,3.0639999999999996,-0.9670000000000001,0.24100000000000002,0.6920000000000001,0.17515,1
0.24600000000000002,-1.256,3.0639999999999996,-0.9670000000000001,0.24100000000000002,0.16910999999999998,0
-1.205,0.24600000000000002,-1.256,3.0639999999999996,-0.9670000000000001,0.179974,0
-0.002,-1.205,0.24600000000000002,-1.256,3.0639999999999996,0.174234,1
0.54,-0.002,-1.205,0.24600000000000002,-1.256,0.171704,1
0.599,0.54,-0.002,-1.205,0.24600000000000002,0.1856975,1
0.7979999999999999,0.599,0.54,-0.002,-1.205,0.223992,0
-2.029,0.7979999999999999,0.599,0.54,-0.002,0.19001600000000002,0
-0.9359999999999999,-2.029,0.7979999999999999,0.599,0.54,0.181358,0
-1.903,-0.9359999999999999,-2.029,0.7979999999999999,0.599,0.21167399999999997,1
2.253,-1.903,-0.9359999999999999,-2.029,0.7979999999999999,0.187746,1
0.5760000000000001,2.253,-1.903,-0.9359999999999999,-2.029,0.22298400000000002,1
1.1059999999999999,0.5760000000000001,2.253,-1.903,-0.9359999999999999,0.200436,0
-0.263,1.1059999999999999,0.5760000000000001,2.253,-1.903,0.20617199999999997,1
1.161,-0.263,1.1059999999999999,0.5760000000000001,2.253,0.21669000000000002,1
0.9990000000000001,1.161,-0.263,1.1059999999999999,0.5760000000000001,0.211304,1
0.823,0.9990000000000001,1.161,-0.263,1.1059999999999999,0.1869475,1
0.442,0.823,0.9990000000000001,1.161,-0.263,0.241844,1
0.387,0.442,0.823,0.9990000000000001,1.161,0.217448,1
1.7409999999999999,0.387,0.442,0.823,0.9990000000000001,0.25957600000000003,0
-0.342,1.7409999999999999,0.387,0.442,0.823,0.20112249999999998,0
-0.9229999999999999,-0.342,1.7409999999999999,0.387,0.442,0.17686749999999998,0
-1.5290000000000001,-0.9229999999999999,-0.342,1.7409999999999999,0.387,0.261024,1
1.8880000000000001,-1.5290000000000001,-0.9229999999999999,-0.342,1.7409999999999999,0.258536,0
-0.23800000000000002,1.8880000000000001,-1.5290000000000001,-0.9229999999999999,-0.342,0.2598,1
0.612,-0.23800000000000002,1.8880000000000001,-1.5290000000000001,-0.9229999999999999,0.27681,1
2.313,0.612,-0.23800000000000002,1.8880000000000001,-1.5290000000000001,0.306278,0
-0.9690000000000001,2.313,0.612,-0.23800000000000002,1.8880000000000001,0.241944,0
-2.33,-0.9690000000000001,2.313,0.612,-0.23800000000000002,0.314235,1
2.11,-2.33,-0.9690000000000001,2.313,0.612,0.28888,1
0.616,2.11,-2.33,-0.9690000000000001,2.313,0.253458,1
0.8340000000000001,0.616,2.11,-2.33,-0.9690000000000001,0.26681,1
0.078,0.8340000000000001,0.616,2.11,-2.33,0.24737199999999998,0
-0.5329999999999999,0.078,0.8340000000000001,0.616,2.11,0.24368,0
-1.4269999999999998,-0.5329999999999999,0.078,0.8340000000000001,0.616,0.25364200000000003,1
0.102,-1.4269999999999998,-0.5329999999999999,0.078,0.8340000000000001,0.2935325,1
1.607,0.102,-1.4269999999999998,-0.5329999999999999,0.078,0.27367600000000003,0
-2.653,1.607,0.102,-1.4269999999999998,-0.5329999999999999,0.28404,1
0.723,-2.653,1.607,0.102,-1.4269999999999998,0.26652,1
0.48200000000000004,0.723,-2.653,1.607,0.102,0.24931,0
-0.622,0.48200000000000004,0.723,-2.653,1.607,0.251314,1
1.429,-0.622,0.48200000000000004,0.723,-2.653,0.280516,1
0.976,1.429,-0.622,0.48200000000000004,0.723,0.24058800000000002,0
-0.028999999999999998,0.976,1.429,-0.622,0.48200000000000004,0.259315,0
-0.622,-0.028999999999999998,0.976,1.429,-0.622,0.24318800000000002,0
-0.8,-0.622,-0.028999999999999998,0.976,1.429,0.250472,1
0.884,-0.8,-0.622,-0.028999999999999998,0.976,0.247864,0
-0.39299999999999996,0.884,-0.8,-0.622,-0.028999999999999998,0.262462,1
0.509,-0.39299999999999996,0.884,-0.8,-0.622,0.251525,0
-0.527,0.509,-0.39299999999999996,0.884,-0.8,0.255474,1
0.303,-0.527,0.509,-0.39299999999999996,0.884,0.248836,1
0.23,0.303,-0.527,0.509,-0.39299999999999996,0.253618,1
0.12300000000000001,0.23,0.303,-0.527,0.509,0.23931999999999998,1
0.325,0.12300000000000001,0.23,0.303,-0.527,0.2499,1
1.337,0.325,0.12300000000000001,0.23,0.303,0.275606,1
0.96,1.337,0.325,0.12300000000000001,0.23,0.24701199999999998,1
0.174,0.96,1.337,0.325,0.12300000000000001,0.229816,1
0.08199999999999999,0.174,0.96,1.337,0.325,0.260155,0
-0.626,0.08199999999999999,0.174,0.96,1.337,0.28181999999999996,0
-0.262,-0.626,0.08199999999999999,0.174,0.96,0.270804,1
0.7979999999999999,-0.262,-0.626,0.08199999999999999,0.174,0.260758,0
-0.21,0.7979999999999999,-0.262,-0.626,0.08199999999999999,0.259966,1
1.996,-0.21,0.7979999999999999,-0.262,-0.626,0.29131999999999997,0
-1.327,1.996,-0.21,0.7979999999999999,-0.262,0.306138,1
0.9840000000000001,-1.327,1.996,-0.21,0.7979999999999999,0.279292,0
-1.766,0.9840000000000001,-1.327,1.996,-0.21,0.312648,1
1.266,-1.766,0.9840000000000001,-1.327,1.996,0.280842,0
-0.599,1.266,-1.766,0.9840000000000001,-1.327,0.297682,1
0.099,-0.599,1.266,-1.766,0.9840000000000001,0.21534499999999998,1
0.395,0.099,-0.599,1.266,-1.766,0.275594,0
-0.207,0.395,0.099,-0.599,1.266,0.285142,1
0.528,-0.207,0.395,0.099,-0.599,0.302354,1
0.214,0.528,-0.207,0.395,0.099,0.2572375,0
-0.19899999999999998,0.214,0.528,-0.207,0.395,0.201236,1
0.74,-0.19899999999999998,0.214,0.528,-0.207,0.33753,1
1.0659999999999998,0.74,-0.19899999999999998,0.214,0.528,0.303712,0
-0.04,1.0659999999999998,0.74,-0.19899999999999998,0.214,0.302198,1
0.838,-0.04,1.0659999999999998,0.74,-0.19899999999999998,0.31746399999999997,0
-1.857,0.838,-0.04,1.0659999999999998,0.74,0.334214,1
0.079,-1.857,0.838,-0.04,1.0659999999999998,0.30802199999999996,0
-0.53,0.079,-1.857,0.838,-0.04,0.299734,0
-0.34600000000000003,-0.53,0.079,-1.857,0.838,0.2993575,0
-0.285,-0.34600000000000003,-0.53,0.079,-1.857,0.307582,1
0.366,-0.285,-0.34600000000000003,-0.53,0.079,0.313354,1
0.99,0.366,-0.285,-0.34600000000000003,-0.53,0.327542,0
-2.225,0.99,0.366,-0.285,-0.34600000000000003,0.2729,0
-3.216,-2.225,0.99,0.366,-0.285,0.3467025,1
0.298,-3.216,-2.225,0.99,0.366,0.31315,0
-0.20600000000000002,0.298,-3.216,-2.225,0.99,0.272776,1
0.325,-0.20600000000000002,0.298,-3.216,-2.225,0.327154,1
0.733,0.325,-0.20600000000000002,0.298,-3.216,0.2924025,0
-0.685,0.733,0.325,-0.20600000000000002,0.298,0.279988,0
-0.8220000000000001,-0.685,0.733,0.325,-0.20600000000000002,0.270154,1
2.427,-0.8220000000000001,-0.685,0.733,0.325,0.296502,1
0.53,2.427,-0.8220000000000001,-0.685,0.733,0.24520999999999998,1
0.612,0.53,2.427,-0.8220000000000001,-0.685,0.25993249999999996,0
-0.317,0.612,0.53,2.427,-0.8220000000000001,0.245022,0
-0.048,-0.317,0.612,0.53,2.427,0.286354,0
-3.4139999999999997,-0.048,-0.317,0.612,0.53,0.25942,1
0.768,-3.4139999999999997,-0.048,-0.317,0.612,0.254938,1
0.7509999999999999,0.768,-3.4139999999999997,-0.048,-0.317,0.231975,1
1.025,0.7509999999999999,0.768,-3.4139999999999997,-0.048,0.26785,0
-0.231,1.025,0.7509999999999999,0.768,-3.4139999999999997,0.26011,1
1.137,-0.231,1.025,0.7509999999999999,0.768,0.24267399999999997,0
-0.255,1.137,-0.231,1.025,0.7509999999999999,0.27123600000000003,1
1.061,-0.255,1.137,-0.231,1.025,0.256258,1
0.377,1.061,-0.255,1.137,-0.231,0.280612,1
2.1830000000000003,0.377,1.061,-0.255,1.137,0.288594,0
-0.593,2.1830000000000003,0.377,1.061,-0.255,0.282846,0
-0.597,-0.593,2.1830000000000003,0.377,1.061,0.2695925,1
0.643,-0.597,-0.593,2.1830000000000003,0.377,0.30564,0
-2.445,0.643,-0.597,-0.593,2.1830000000000003,0.312052,1
0.6609999999999999,-2.445,0.643,-0.597,-0.593,0.297412,0
-1.645,0.6609999999999999,-2.445,0.643,-0.597,0.302254,1
3.076,-1.645,0.6609999999999999,-2.445,0.643,0.285574,0
-0.897,3.076,-1.645,0.6609999999999999,-2.445,0.292404,1
1.91,-0.897,3.076,-1.645,0.6609999999999999,0.328144,0
-2.425,1.91,-0.897,3.076,-1.645,0.30296999999999996,1
0.015,-2.425,1.91,-0.897,3.076,0.27707600000000004,0
-0.19,0.015,-2.425,1.91,-0.897,0.314746,0
-1.989,-0.19,0.015,-2.425,1.91,0.3073375,1
0.223,-1.989,-0.19,0.015,-2.425,0.28428400000000004,0
-1.399,0.223,-1.989,-0.19,0.015,0.30792800000000004,1
2.6489999999999996,-1.399,0.223,-1.989,-0.19,0.352498,1
0.22399999999999998,2.6489999999999996,-1.399,0.223,-1.989,0.30287600000000003,0
-0.122,0.22399999999999998,2.6489999999999996,-1.399,0.223,0.2410875,1
0.307,-0.122,0.22399999999999998,2.6489999999999996,-1.399,0.29977,1
1.148,0.307,-0.122,0.22399999999999998,2.6489999999999996,0.325466,0
-0.255,1.148,0.307,-0.122,0.22399999999999998,0.33348,1
1.207,-0.255,1.148,0.307,-0.122,0.32562199999999997,1
1.756,1.207,-0.255,1.148,0.307,0.377712,1
0.5870000000000001,1.756,1.207,-0.255,1.148,0.315984,1
0.106,0.5870000000000001,1.756,1.207,-0.255,0.328798,1
1.274,0.106,0.5870000000000001,1.756,1.207,0.33619,0
-0.551,1.274,0.106,0.5870000000000001,1.756,0.32529600000000003,1
0.855,-0.551,1.274,0.106,0.5870000000000001,0.341292,1
1.215,0.855,-0.551,1.274,0.106,0.337006,1
1.1,1.215,0.855,-0.551,1.274,0.33177399999999996,0
-0.052000000000000005,1.1,1.215,0.855,-0.551,0.34371399999999996,1
1.14,-0.052000000000000005,1.1,1.215,0.855,0.31548000000000004,1
0.555,1.14,-0.052000000000000005,1.1,1.215,0.300275,0
-0.145,0.555,1.14,-0.052000000000000005,1.1,0.365672,1
1.2229999999999999,-0.145,0.555,1.14,-0.052000000000000005,0.340034,1
1.051,1.2229999999999999,-0.145,0.555,1.14,0.35382600000000003,1
1.044,1.051,1.2229999999999999,-0.145,0.555,0.3472,0
-1.21,1.044,1.051,1.2229999999999999,-0.145,0.347252,1
0.8590000000000001,-1.21,1.044,1.051,1.2229999999999999,0.33462,1
1.692,0.8590000000000001,-1.21,1.044,1.051,0.33828,0
-0.858,1.692,0.8590000000000001,-1.21,1.044,0.32465,1
2.252,-0.858,1.692,0.8590000000000001,-1.21,0.347558,1
1.83,2.252,-0.858,1.692,0.8590000000000001,0.369246,0
-0.902,1.83,2.252,-0.858,1.692,0.327292,1
2.133,-0.902,1.83,2.252,-0.858,0.3406975,1
0.633,2.133,-0.902,1.83,2.252,0.380652,0
-1.12,0.633,2.133,-0.902,1.83,0.399966,1
1.682,-1.12,0.633,2.133,-0.902,0.350026,0
-0.7090000000000001,1.682,-1.12,0.633,2.133,0.333268,0
-0.685,-0.7090000000000001,1.682,-1.12,0.633,0.29220799999999997,1
0.7390000000000001,-0.685,-0.7090000000000001,1.682,-1.12,0.332022,1
0.159,0.7390000000000001,-0.685,-0.7090000000000001,1.682,0.288234,1
0.6679999999999999,0.159,0.7390000000000001,-0.685,-0.7090000000000001,0.29332800000000003,1
1.568,0.6679999999999999,0.159,0.7390000000000001,-0.685,0.33546750000000003,1
1.8630000000000002,1.568,0.6679999999999999,0.159,0.7390000000000001,0.373602,0
-0.278,1.8630000000000002,1.568,0.6679999999999999,0.159,0.36704000000000003,1
0.461,-0.278,1.8630000000000002,1.568,0.6679999999999999,0.350204,0
-0.32899999999999996,0.461,-0.278,1.8630000000000002,1.568,0.342294,1
0.345,-0.32899999999999996,0.461,-0.278,1.8630000000000002,0.349502,1
0.506,0.345,-0.32899999999999996,0.461,-0.278,0.37287600000000004,0
-1.321,0.506,0.345,-0.32899999999999996,0.461,0.40468200000000004,1
1.875,-1.321,0.506,0.345,-0.32899999999999996,0.36404200000000003,1
0.364,1.875,-1.321,0.506,0.345,0.342602,1
1.24,0.364,1.875,-1.321,0.506,0.377368,0
-0.017,1.24,0.364,1.875,-1.321,0.31808000000000003,1
1.168,-0.017,1.24,0.364,1.875,0.399926,1
1.73,1.168,-0.017,1.24,0.364,0.393556,0
-0.185,1.73,1.168,-0.017,1.24,0.44186400000000003,0
-0.7120000000000001,-0.185,1.73,1.168,-0.017,0.409528,1
0.65,-0.7120000000000001,-0.185,1.73,1.168,0.2698725,1
0.127,0.65,-0.7120000000000001,-0.185,1.73,0.445705,0
-2.416,0.127,0.65,-0.7120000000000001,-0.185,0.367358,1
1.665,-2.416,0.127,0.65,-0.7120000000000001,0.42765,1
1.6,1.665,-2.416,0.127,0.65,0.42606000000000005,1
2.2880000000000003,1.6,1.665,-2.416,0.127,0.43626800000000004,1
3.2289999999999996,2.2880000000000003,1.6,1.665,-2.416,0.451808,0
-1.278,3.2289999999999996,2.2880000000000003,1.6,1.665,0.424422,1
1.713,-1.278,3.2289999999999996,2.2880000000000003,1.6,0.4389325,0
-2.2319999999999998,1.713,-1.278,3.2289999999999996,2.2880000000000003,0.440622,0
-1.6869999999999998,-2.2319999999999998,1.713,-1.278,3.2289999999999996,0.45270600000000005,1
1.252,-1.6869999999999998,-2.2319999999999998,1.713,-1.278,0.46802200000000005,1
1.433,1.252,-1.6869999999999998,-2.2319999999999998,1.713,0.39635,0
-0.787,1.433,1.252,-1.6869999999999998,-2.2319999999999998,0.385466,1
1.605,-0.787,1.433,1.252,-1.6869999999999998,0.39219499999999996,0
-2.92,1.605,-0.787,1.433,1.252,0.449346,1
1.3130000000000002,-2.92,1.605,-0.787,1.433,0.42314399999999996,1
1.301,1.3130000000000002,-2.92,1.605,-0.787,0.44138599999999995,0
-1.81,1.301,1.3130000000000002,-2.92,1.605,0.403802,1
1.63,-1.81,1.301,1.3130000000000002,-2.92,0.422946,1
2.5789999999999997,1.63,-1.81,1.301,1.3130000000000002,0.424724,1
1.435,2.5789999999999997,1.63,-1.81,1.301,0.395856,0
-1.3840000000000001,1.435,2.5789999999999997,1.63,-1.81,0.35548,1
0.626,-1.3840000000000001,1.435,2.5789999999999997,1.63,0.39950399999999997,0
-1.1079999999999999,0.626,-1.3840000000000001,1.435,2.5789999999999997,0.385662,1
0.149,-1.1079999999999999,0.626,-1.3840000000000001,1.435,0.40334200000000003,1
0.568,0.149,-1.1079999999999999,0.626,-1.3840000000000001,0.39766,0
-1.9669999999999999,0.568,0.149,-1.1079999999999999,0.626,0.31287,0
-1.7109999999999999,-1.9669999999999999,0.568,0.149,-1.1079999999999999,0.42125799999999997,0
-1.1540000000000001,-1.7109999999999999,-1.9669999999999999,0.568,0.149,0.499672,0
-0.44299999999999995,-1.1540000000000001,-1.7109999999999999,-1.9669999999999999,0.568,0.393504,1
4.181,-0.44299999999999995,-1.1540000000000001,-1.7109999999999999,-1.9669999999999999,0.38148000000000004,0
-0.059000000000000004,4.181,-0.44299999999999995,-1.1540000000000001,-1.7109999999999999,0.342144,1
0.47,-0.059000000000000004,4.181,-0.44299999999999995,-1.1540000000000001,0.33594,1
0.27399999999999997,0.47,-0.059000000000000004,4.181,-0.44299999999999995,0.328164,0
-2.255,0.27399999999999997,0.47,-0.059000000000000004,4.181,0.293578,1
0.5660000000000001,-2.255,0.27399999999999997,0.47,-0.059000000000000004,0.3517925,1
3.7910000000000004,0.5660000000000001,-2.255,0.27399999999999997,0.47,0.38971,1
0.9540000000000001,3.7910000000000004,0.5660000000000001,-2.255,0.27399999999999997,0.438906,0
-0.122,0.9540000000000001,3.7910000000000004,0.5660000000000001,-2.255,0.42505,1
2.225,-0.122,0.9540000000000001,3.7910000000000004,0.5660000000000001,0.420138,0
-0.114,2.225,-0.122,0.9540000000000001,3.7910000000000004,0.403054,1
1.45,-0.114,2.225,-0.122,0.9540000000000001,0.434792,0
-1.393,1.45,-0.114,2.225,-0.122,0.41084,1
0.40700000000000003,-1.393,1.45,-0.114,2.225,0.442726,1
3.844,0.40700000000000003,-1.393,1.45,-0.114,0.45998,1
0.93,3.844,0.40700000000000003,-1.393,1.45,0.45299799999999996,1
1.506,0.93,3.844,0.40700000000000003,-1.393,0.46760799999999997,1
1.107,1.506,0.93,3.844,0.40700000000000003,0.3488525,0
-2.301,1.107,1.506,0.93,3.844,0.48229799999999995,0
-1.482,-2.301,1.107,1.506,0.93,0.454672,1
2.7760000000000002,-1.482,-2.301,1.107,1.506,0.529728,1
1.058,2.7760000000000002,-1.482,-2.301,1.107,0.254215,0
-1.158,1.058,2.7760000000000002,-1.482,-2.301,0.41375500000000004,1
1.5330000000000001,-1.158,1.058,2.7760000000000002,-1.482,0.54566,1
2.195,1.5330000000000001,-1.158,1.058,2.7760000000000002,0.514784,0
-0.728,2.195,1.5330000000000001,-1.158,1.058,0.5657939999999999,1
2.03,-0.728,2.195,1.5330000000000001,-1.158,0.517688,1
0.43200000000000005,2.03,-0.728,2.195,1.5330000000000001,0.5222439999999999,1
2.396,0.43200000000000005,2.03,-0.728,2.195,0.520764,0
-0.83,2.396,0.43200000000000005,2.03,-0.728,0.4910325,0
-1.3659999999999999,-0.83,2.396,0.43200000000000005,2.03,0.507352,1
1.7890000000000001,-1.3659999999999999,-0.83,2.396,0.43200000000000005,0.511238,0
-1.466,1.7890000000000001,-1.3659999999999999,-0.83,2.396,0.490266,0
-1.1440000000000001,-1.466,1.7890000000000001,-1.3659999999999999,-0.83,0.526882,0
-1.3030000000000002,-1.1440000000000001,-1.466,1.7890000000000001,-1.3659999999999999,0.4807375,0
-2.065,-1.3030000000000002,-1.1440000000000001,-1.466,1.7890000000000001,0.51849,0
-2.6719999999999997,-2.065,-1.3030000000000002,-1.1440000000000001,-1.466,0.44445,1
3.889,-2.6719999999999997,-2.065,-1.3030000000000002,-1.1440000000000001,0.477138,0
-0.127,3.889,-2.6719999999999997,-2.065,-1.3030000000000002,0.46042799999999995,1
6.218999999999999,-0.127,3.889,-2.6719999999999997,-2.065,0.493676,1
1.453,6.218999999999999,-0.127,3.889,-2.6719999999999997,0.528696,1
